legacy_project_id,legacy_parent_id,name,short_name,project_environment,legacy_company_id,legacy_company_name,legacy_specialty_type_id,specialty_type_name,legacy_price_method,business_nature,detail_address,project_profile,project_area,legacy_is_shared_base,legacy_sort,legacy_attachment_ref,project_overview,legacy_project_nature,legacy_is_material_library,other_system_id,other_system_code
00a4bb196d944fa5a8c56e3bd3f1e448,17127191387060000,德阳市罗江区鄢家镇高垭村山坪塘整治项目,,,1,四川保盛建设集团有限公司,390001,房建工程,1,联营,,,,0,,d466519bfc37e32f816d4625196e0ef5,,,,162253,17137750339650000
00c73f013e234461883beac337e8d75d,10406,石亭江-绵远河生态廊道场地平整工程,,正式项目,1,四川保盛建设集团有限公司,400001,市政,1,联营,,,,0,214,ea2a9c902735498f947770a59fd49dd5,,,,109745,16982985823040001
00db8d3baa894d1e8efd7acd181f6499,10843,渝数科技公司重庆数字大厦第6层办公用房装修改造项目,,正式项目,570,保盛重庆分公司,390001,房建工程,0,联营,,,,0,648,2b32859f0550487cb3104c03aa641a5a,,,,109396,16982984795710000
04c36990cc144f04b8f2423c36e5f713,16968356040460000,喀什地区一市四县带动农户养殖喀什黑鸡基础设施建设项目-喀什市一期电力,,,565,保盛新疆分公司,10890001,电力工程,0,联营,,,,0,,63e9cd3d4fa628723aeb526838e1da81,,,,109359,16982984750710000
16f30c8b960c4e6dbedd7a507d96f4ce,10788,明源电力公寓小区路灯维修改造,,测试项目,1,四川保盛建设集团有限公司,3210001,市政工程,1,联营,,,,0,593,3dd7470f6c5f4bf591c86d5c7949dd7f,,,,109440,16982984852430000
2ea97dc724a9493ea18676d910616d8a,17375978294240000,盐亭县2024年新章路、垢巨路、刘黑路水毁恢复工程,,,571,保盛绵阳分公司,430001,公路工程,0,联营,,,,0,,3f356217e073d535051ce25feab15d25,,,,198589,17376221885650000
4d5d46d841c24c629fd4ebdd4796980f,17222242690270000,大唐甘肃发电有限公司碧口水力发电厂碧口水电站右岸泄洪洞护坦防护结构改造施工,,,572,保盛广元分公司,440001,水利工程,0,联营,,,,0,,53726951082b329301b36cd7e0f2fa40,,,,177128,17222242739170000
7f29aa1fea1745cf8868ec7db11261f2,10693,高地库房,,正式项目,608,项目实施分公司,3210001,市政工程,1,自营,,,,0,498,f72c237e8da74202aa0a17ab5ecec2ec,,,,,
910ed968bceb422f9ce302e2799da9b8,17060018344340000,西藏方向军事设施建设项目施工总承包合同90项目工程工序劳务作业,,,567,保盛西藏分公司,390001,房建工程,1,联营,,,,0,,751d99e5d070bc5278dfffa8c4ce1466,,,,139653,17065045389810000
0201344da1b74e008006a7a96f90be6f,10709,四川艺术职业学院消防隐患整治工程,,正式项目,1,四川保盛建设集团有限公司,10760001,专业分包,1,联营,,,,0,514,d56a8c18d47b4ba6aecbf0cb295feb8f,,,,109506,16982984933830000
020eddc09afb4260a5843a84ee58d826,10481,龙泉驿区2020年人行道整治提升工程（怡安路、合聚路、玉扬路）,,正式项目,1,四川保盛建设集团有限公司,5960001,劳务工程,1,自营,,,,0,289,01193ee7e06f4219af11793ef05695f7,,,,109702,16982985767570001
027c5b467ae94e52aabb6f6218d310d4,10708,成渝双城经济圈川渝高竹新区制造产业园及配套基础设施建设项目（L3-1线道路及配套工程劳务分包）,,正式项目,1,四川保盛建设集团有限公司,5960001,劳务工程,1,联营,,,,0,513,de0e77427a3244cba6665a91a61e8bc5,,,,109507,16982984935080000
02df67b4ddb6469b81ed551e9b544d25,10296,剑阁县文化广电新闻出版局人才基地建设项目,,正式项目,141,四川保盛建设集团有限公司,390001,房建,1,联营,,,,0,145,d5751e91475e4f9db38f335dfdbd747b,,,,109812,16982986211630000
037fddc6219449c3840477989cc06f82,10452,中江县仓山镇郪江桥梁工程,,正式项目,1,四川保盛建设集团有限公司,3210001,市政工程,1,联营,,,,0,260,f34821074fb64baf8fe813a4db6876a2,,,,109716,16982985785070001
03f8997135504039a36557ec6e57909b,17243112654760000,工程部后油库油罐清洗,,,1,四川保盛建设集团有限公司,460001,专业分包,0,联营,,,,0,,e05efb0896ef5ca84750d8d2373ca6a3,,,,178417,17243120631790000
045206e3bf2f49b6b6b544b1be1aff22,17580043810760000,中国移动四川公司2025-2027年全省汇聚机房土建工程施工集中采购项目（标包4-乐山分公司）框架协议-（TD）,,,1,四川保盛建设集团有限公司,390001,房建工程,1,联营,,,,1,,861514e00f219ab49c17a1dfa7fa242f,,,,,
04d0a65675424e41b8c65ba26ef48b4e,10479,中江公司变电检修班“工人先锋号”环境整治,,正式项目,1,四川保盛建设集团有限公司,420001,装修装饰,1,联营,,,,0,287,a54b3149203a4fa98f933aa72db6dfef,,,,109703,16982985768670001
05139ca820724561bee71e016b22fd55,10750,2022年日常维护项目（竞标12）,,正式项目,1,四川保盛建设集团有限公司,3230001,桥梁隧道,1,联营,,,,0,555,0612af3f36d745738952bd68fee50124,,,,109474,16982984893830000
0550ea3a2e1b4161b25a697476e344b5,17363042221250000,准环对称仿星器项目,,,1,四川保盛建设集团有限公司,460001,专业分包,0,自营,,,,0,,b08166dc800e900e9449d7b474ff9489,,,,191777,17366521192490001
059742d9ac094c018b91894306d5fc2d,10571,ALC预制隔墙板供应及施工分包合同,,正式项目,1,四川保盛建设集团有限公司,10760001,专业分包,1,联营,,,,0,379,05e25ddb9bc14bb688c0693c282d38b3,,,,109622,16982985664760001
069cd56871fd4307b836a3167fddf14b,10628,和田地区于田县高速公路10千伏线路迁改工程,,正式项目,1,四川保盛建设集团有限公司,3210001,市政工程,1,联营,,,,0,436,61b686151e7a438eae9e8813786c4801,,,,109570,16982985598510000
06c94694eb3e418bb4ceb5e55a987583,16971689320260000,崴和路边坡滑坡治理,,,1,四川保盛建设集团有限公司,430001,公路工程,1,联营,,,,1,,34aa96e6e1144f352447f23a579e7f64,,,,,
06cd855d5ede4a279a81568903836256,17332125573940000,白鹤花园修建建筑垃圾池,,,1,四川保盛建设集团有限公司,400001,市政工程,0,联营,,,,0,,69776efdb9f520ac4bc2cacb87874606,,,,191770,17366521172650000
072425c9c9ad453eb60c137fd4215459,10520,珠峰文化旅游创意产业园区基础设施项目一期工程第三标段,,正式项目,1,四川保盛建设集团有限公司,3210001,市政工程,1,联营,,,,0,329,eacb5bb83b1e46fc99bcde9cdbf6f596,,,,109667,16982985724290001
076d8bcae3064dca8927f4f629bf2356,10426,中国移动四川西区二枢纽“车库改机房”土建工程,,正式项目,1,四川保盛建设集团有限公司,420001,装修装饰,1,联营,,,,0,234,040fd0422f324f3fa4d49b9a0eac60ff,,,,109735,16982985809600001
07e6484cc40d4609b0bcafcf187dd9af,16999467302380000,德阳市天府旌城石亭江河段堤防改建给水迁改工程,,,1,四川保盛建设集团有限公司,400001,市政工程,1,联营,,,,0,,5747dd2e693d30d433daa5e09d072986,,,,115139,17018337601850001
080a2d8ee204424a8b7edd08817eee20,10505,2017年公路水毁修复工程（双石镇）,,正式项目,1,四川保盛建设集团有限公司,3220001,公路交通,1,联营,,,,0,314,77745657c61e4c518b6944130ee6047a,,,,109681,16982985741790001
088193c97f1443b58f1489b321c1288a,17333702281750000,浪卡子县白地乡龙桑村水塘工程项目(1标段),,,1,四川保盛建设集团有限公司,440001,水利工程,0,联营,,,,0,,6829d5285a9127448332595d12fa12f4,,,,190048,17339744856300000
08ac2e586f574d39a3272852fa22bf71,10270,德昌县宽裕镇花园村文化休闲广场,德阳市公安局罗江区德昌县宽裕镇花园村文化休闲广场,正式项目,141,四川保盛建设集团有限公司,3210001,市政工程,1,联营,,,,0,121,30f5317eef1f46aba85c7fa602db08f6,,,,109837,16982986242720001
08fa00e1bf9d4c88bcbfa652610aa347,10729,永川区卫星中型灌区续建配套与节水改造工程,,正式项目,1,四川保盛建设集团有限公司,10730001,水利水电工程,1,联营,,,,0,534,1bc6ab09279e4744a55669d9930ee186,,,,109492,16982984916330001
